Machine 0,asia,1,1,765,21,764.1995108127594
Machine 0,asia,3,1,766,20,765.0513377189636
Machine 0,asia,0,1,773,21,771.948397397995
Machine 0,asia,11,1,841,18,839.8402373790741
Machine 0,asia,5,1,882,19,880.8142325878143
Machine 0,asia,4,1,856,19,854.8113589286804
Machine 0,asia,10,1,912,21,910.8183434009552
Machine 0,asia,26,1,1070,20,1068.8363063335419
Machine 0,asia,18,1,1049,21,1047.8240172863007
Machine 0,asia,21,1,1135,21,1133.8241798877716
Machine 0,asia,35,1,1062,21,1060.843213558197
Machine 0,asia,12,1,1056,26,1054.8118209838867
Machine 0,asia,14,1,1118,21,1116.814197063446
Machine 0,asia,16,1,1084,18,1082.8144652843475
Machine 0,asia,13,1,1050,18,1048.8111295700073
Machine 0,asia,9,1,1024,21,1022.8016419410706
Machine 0,asia,17,1,1160,20,1158.8117172718048
Machine 0,asia,23,1,1175,20,1173.8137776851654
Machine 0,asia,38,1,1145,19,1143.8324673175812
Machine 0,asia,6,1,1196,20,1194.781289100647
Machine 0,asia,8,1,1202,18,1200.776406288147
Machine 0,asia,7,1,1227,19,1225.7620122432709
Machine 0,asia,2,1,1253,18,1251.6977281570435
Machine 0,asia,57,1,1210,21,1208.763956785202
Machine 0,asia,27,1,1253,19,1251.680240392685
Machine 0,asia,46,1,1242,21,1240.6618032455444
Machine 0,asia,36,1,1295,19,1293.6136236190796
Machine 0,asia,31,1,1306,20,1304.5963554382324
Machine 0,asia,33,1,1298,18,1296.4697442054749
Machine 0,asia,49,1,1307,19,1305.4532098770142
Machine 0,asia,15,1,1378,21,1376.3777084350586
Machine 0,asia,34,1,1354,19,1352.3805360794067
Machine 0,asia,28,1,1360,19,1358.3692758083344
Machine 0,asia,32,1,1360,19,1358.3698942661285
Machine 0,asia,20,1,1378,21,1376.3469717502594
Machine 0,asia,24,1,1398,21,1396.345507144928
Machine 0,asia,29,1,1409,19,1407.3517229557037
Machine 0,asia,43,1,1373,18,1371.3689076900482
Machine 0,asia,19,1,1502,21,1500.328646659851
Machine 0,asia,75,1,1435,21,1433.4091475009918
Machine 0,asia,37,1,1536,20,1534.3529698848724
Machine 0,asia,40,1,1575,18,1573.3494772911072
Machine 0,asia,30,1,1591,21,1589.3327493667603
Machine 0,asia,41,1,1571,21,1569.3488965034485
Machine 0,asia,39,1,1609,20,1607.3436946868896
Machine 0,asia,22,1,1628,18,1626.3157629966736
Machine 0,asia,77,1,1492,18,1490.3849802017212
Machine 0,asia,25,1,1580,19,1578.3101615905762
Machine 0,asia,59,1,1667,18,1665.315215587616
Machine 0,asia,42,1,1662,19,1660.2583963871002
Machine 0,asia,73,1,1686,20,1684.2998416423798
Machine 0,asia,82,1,1535,20,1533.282107591629
Machine 0,asia,66,1,1737,18,1735.2440531253815
Machine 0,asia,72,1,1740,20,1738.2397866249084
Machine 0,asia,44,1,1808,19,1806.166934967041
Machine 0,asia,55,1,1808,20,1806.138757944107
Machine 0,asia,88,1,1556,21,1554.1804671287537
Machine 0,asia,47,1,1884,21,1882.1091253757477
Machine 0,asia,53,1,1822,19,1820.1152040958405
Machine 0,asia,51,1,1858,20,1856.1087777614594
Machine 0,asia,61,1,1888,18,1886.0985407829285
Machine 0,asia,68,1,1853,19,1851.10666513443
Machine 0,asia,48,1,1920,19,1918.0680966377258
Machine 0,asia,67,1,1934,20,1932.0588917732239
Machine 0,asia,64,1,1949,20,1947.031004190445
Machine 0,asia,74,1,1947,19,1945.033044576645
Machine 0,asia,76,1,1983,19,1980.9947276115417
Machine 0,asia,65,1,2038,21,2035.940566778183
Machine 0,asia,45,1,2071,18,2068.909640789032
Machine 0,asia,60,1,2046,18,2043.9293422698975
Machine 0,asia,71,1,2069,19,2066.894964694977
Machine 0,asia,70,1,2099,18,2096.845878601074
Machine 0,asia,85,1,1945,20,1942.7875018119812
Machine 0,asia,52,1,2150,19,2147.733174562454
Machine 0,asia,83,1,1973,21,1970.7424955368042
Machine 0,asia,58,1,2163,21,2160.6989529132843
Machine 0,asia,50,1,2234,19,2231.4391164779663
Machine 0,asia,79,1,2147,18,2144.4732015132904
Machine 0,asia,90,1,1736,18,1733.4870944023132
Machine 0,asia,78,1,2117,20,2114.462439060211
Machine 0,asia,69,1,2333,20,2330.449960231781
Machine 0,asia,86,1,2208,19,2205.4763078689575
Machine 0,asia,56,1,2363,18,2360.4281713962555
Machine 0,asia,80,1,2263,19,2260.463946580887
Machine 0,asia,54,1,2415,21,2412.422690629959
Machine 0,asia,87,1,2211,18,2208.47114944458
Machine 0,asia,63,1,2486,20,2483.4153456687927
Machine 0,asia,84,1,2324,19,2321.4187939167023
Machine 0,asia,62,1,2523,18,2520.3639254570007
Machine 0,asia,89,1,1982,21,1979.4071712493896
Machine 0,asia,81,1,2342,21,2339.3742146492004
Machine 0,asia,94,1,1484,21,1481.3912661075592
Machine 0,asia,92,1,1539,19,1536.387657880783
Machine 0,asia,91,1,1653,21,1650.385775566101
Machine 0,asia,96,1,1550,19,1547.389018535614
Machine 0,asia,161,1,1530,20,1527.4137709140778
Machine 0,asia,93,1,1554,19,1551.3838386535645
Machine 0,asia,125,1,1581,21,1578.367952823639
Machine 0,asia,112,1,1652,18,1649.2631225585938
Machine 0,asia,120,1,1674,19,1671.2642464637756
Machine 0,asia,95,1,1641,21,1638.2483882904053
Machine 0,asia,168,1,1689,21,1686.255454301834
Machine 0,asia,151,1,1656,18,1653.2173209190369
Machine 0,asia,97,1,1698,21,1695.1657881736755
Machine 0,asia,98,1,1661,21,1658.1456747055054
Machine 0,asia,138,1,1715,19,1712.14386677742
Machine 0,asia,118,1,1760,21,1757.1214492321014
Machine 0,asia,114,1,1729,18,1726.1112973690033
Machine 0,asia,167,1,1737,19,1734.121306180954
Machine 0,asia,145,1,1763,18,1760.115583896637
Machine 0,asia,142,1,1723,20,1720.0898683071136
Machine 0,asia,155,1,1788,20,1785.0901553630829
Machine 0,asia,154,1,1870,20,1867.0508661270142
Machine 0,asia,117,1,1872,18,1869.0251471996307
Machine 0,asia,102,1,1886,21,1883.0034992694855
Machine 0,asia,137,1,1966,18,1962.7879002094269
Machine 0,asia,139,1,1955,21,1951.785997390747
Machine 0,asia,163,1,1873,21,1869.759209394455
Machine 0,asia,115,1,2040,19,2036.7288961410522
Machine 0,asia,146,1,2041,21,2037.6852815151215
Machine 0,asia,136,1,2138,21,2134.6692399978638
Machine 0,asia,108,1,2127,18,2123.660133600235
Machine 0,asia,109,1,2071,21,2067.648669242859
Machine 0,asia,158,1,1953,18,1949.661036491394
Machine 0,asia,119,1,2115,18,2111.64981508255
Machine 0,asia,132,1,1736,20,1732.6495130062103
Machine 0,asia,130,1,1775,19,1771.6466057300568
Machine 0,asia,150,1,1789,20,1785.6515645980835
Machine 0,asia,169,1,2129,18,2125.6550726890564
Machine 0,asia,123,1,1742,18,1738.639711856842
Machine 0,asia,107,1,1761,20,1757.633712530136
Machine 0,asia,162,1,1852,20,1848.6317381858826
Machine 0,asia,165,1,1881,18,1877.6322026252747
Machine 0,asia,148,1,1875,20,1871.5765619277954
Machine 0,asia,157,1,1896,19,1892.5587146282196
Machine 0,asia,121,1,1901,19,1897.5458946228027
Machine 0,asia,129,1,1954,21,1950.509759902954
Machine 0,asia,128,1,1923,21,1919.5087976455688
Machine 0,asia,127,1,1965,18,1961.4668254852295
Machine 0,asia,126,1,1897,20,1893.4487609863281
Machine 0,asia,133,1,1978,19,1974.4490823745728
Machine 0,asia,135,1,1983,19,1979.427134513855
Machine 0,asia,140,1,2016,19,2012.418942451477
Machine 0,asia,134,1,1995,20,1991.3492405414581
Machine 0,asia,160,1,1934,20,1930.3560438156128
Machine 0,asia,105,1,2038,20,2034.3363525867462
Machine 0,asia,122,1,1991,19,1987.3321368694305
Machine 0,asia,164,1,2065,19,2061.2852318286896
Machine 0,asia,100,1,1882,20,1878.254147529602
Machine 0,asia,106,1,1880,21,1876.2396440505981
Machine 0,asia,143,1,1917,21,1913.2357020378113
Machine 0,asia,144,1,1911,20,1907.2353961467743
Machine 0,asia,110,1,1914,18,1910.2172830104828
Machine 0,asia,111,1,1977,18,1973.1794884204865
Machine 0,asia,159,1,1974,21,1970.1914954185486
Machine 0,asia,124,1,2034,21,2030.1246392726898
Machine 0,asia,101,1,2061,19,2057.0781648159027
Machine 0,asia,99,1,2096,19,2092.042598247528
Machine 0,asia,170,1,2108,20,2104.0539877414703
Machine 0,asia,113,1,2149,18,2144.845160007477
Machine 0,asia,147,1,2124,19,2119.765678882599
Machine 0,asia,173,1,2147,19,2142.58398103714
Machine 0,asia,166,1,2138,21,2133.44114279747
Machine 0,asia,149,1,2168,18,2163.273761987686
Machine 0,asia,116,1,2208,21,2203.245389699936
Machine 0,asia,152,1,2249,18,2244.250117778778
Machine 0,asia,171,1,2275,20,2270.320296049118
Machine 0,asia,104,1,2294,20,2289.2147765159607
Machine 0,asia,177,1,2271,19,2266.3412256240845
Machine 0,asia,186,1,2249,18,2244.346322774887
Machine 0,asia,156,1,2462,21,2457.188193798065
Machine 0,asia,141,1,2448,21,2443.1453981399536
Machine 0,asia,131,1,2327,19,2322.1074426174164
Machine 0,asia,175,1,2472,19,2467.0966441631317
Machine 0,asia,192,1,2388,18,2383.0971550941467
Machine 0,asia,153,1,2533,20,2527.9573101997375
Machine 0,asia,176,1,2757,18,2752.0671620368958
Machine 0,asia,187,1,2652,21,2647.0821528434753
Machine 0,asia,180,1,2778,19,2773.070035457611
Machine 0,asia,185,1,2574,19,2569.0759308338165
Machine 0,asia,188,1,2657,19,2652.0788130760193
Machine 0,asia,172,1,2785,20,2780.049159049988
Machine 0,asia,191,1,2666,21,2661.0857059955597
Machine 0,asia,174,1,2825,20,2820.0483889579773
Machine 0,asia,183,1,2722,21,2717.0639078617096
Machine 0,asia,182,1,2799,20,2794.0596408843994
Machine 0,asia,201,1,2460,19,2455.0889716148376
Machine 0,asia,103,1,2867,21,2861.9174449443817
Machine 0,asia,196,1,2719,21,2714.077788591385
Machine 0,asia,184,1,2760,21,2755.054672241211
Machine 0,asia,189,1,2763,20,2758.064447402954
Machine 0,asia,179,1,2862,21,2857.043572664261
Machine 0,asia,178,1,2911,20,2906.032068014145
Machine 0,asia,211,1,2321,18,2316.0568373203278
Machine 0,asia,198,1,2637,20,2632.026193380356
Machine 0,asia,190,1,2909,20,2904.0109882354736
Machine 0,asia,195,1,2930,19,2925.0156438350677
Machine 0,asia,193,1,2906,18,2901.01043343544
Machine 0,asia,206,1,2320,20,2315.0199644565582
