Machine 1,us,980,1,5657,19,5649.436761856079
Machine 1,us,352,1,868,19,859.380205154419
Machine 1,us,735,1,4582,19,4573.99569272995
Machine 1,us,31,1,9109,19,9099.867717266083
Machine 1,us,939,1,2047,18,2039.323088645935
Machine 1,us,108,1,7604,19,7594.961921215057
Machine 1,us,402,1,734,19,725.4128878116608
Machine 1,us,665,1,6626,19,6617.805548667908
Machine 1,us,178,1,7684,21,7674.874511003494
Machine 1,us,342,1,803,21,794.2244777679443
Machine 1,us,221,1,1589,21,1579.8599162101746
Machine 1,us,66,1,9197,19,9187.77539229393
Machine 1,us,652,1,6649,18,6640.7137570381165
Machine 1,us,305,1,3747,18,3738.1194682121277
Machine 1,us,367,1,4722,19,4713.206321001053
Machine 1,us,410,1,2840,21,2831.223527908325
Machine 1,us,186,1,6788,18,6778.740157365799
Machine 1,us,82,1,9252,21,9242.6913793087
Machine 1,us,152,1,7821,18,7811.72846698761
Machine 1,us,279,1,3871,19,3862.009726047516
Machine 1,us,981,1,5951,19,5943.145702362061
Machine 1,us,405,1,990,21,981.178375005722
Machine 1,us,667,1,6830,20,6821.607293128967
Machine 1,us,446,1,1007,20,998.2102971076965
Machine 1,us,647,1,3017,18,3008.4900875091553
Machine 1,us,276,1,4006,18,3996.8062632083893
Machine 1,us,373,1,4919,18,4909.948372840881
Machine 1,us,414,1,3062,20,3052.910892724991
Machine 1,us,281,1,4012,20,4002.62500166893
Machine 1,us,218,1,1955,19,1945.3067364692688
Machine 1,us,67,1,9482,20,9472.182950258255
Machine 1,us,271,1,4094,18,4084.48308467865
Machine 1,us,116,1,8127,20,8117.182535409927
Machine 1,us,745,1,4976,18,4967.214661836624
Machine 1,us,92,1,9051,19,9041.160570144653
Machine 1,us,371,1,5097,20,5087.601802110672
Machine 1,us,308,1,4255,19,4245.504408836365
Machine 1,us,78,1,9759,19,9749.136778116226
Machine 1,us,666,1,7206,20,7197.073881149292
Machine 1,us,88,1,9745,19,9735.14565372467
Machine 1,us,670,1,7269,18,7260.079329490662
Machine 1,us,311,1,4251,20,4241.496508836746
Machine 1,us,441,1,1436,18,1426.6943817138672
Machine 1,us,251,1,2257,19,2247.390904903412
Machine 1,us,444,1,1499,21,1489.6931529045105
Machine 1,us,156,1,8371,21,8361.161792755127
Machine 1,us,170,1,8318,20,8308.162511587143
Machine 1,us,437,1,6307,18,6297.6754994392395
Machine 1,us,93,1,9651,18,9641.112354040146
Machine 1,us,73,1,9902,20,9892.084237098694
Machine 1,us,246,1,2398,19,2388.168372154236
Machine 1,us,644,1,3575,20,3565.7654945850372
Machine 1,us,239,1,2394,20,2384.1074476242065
Machine 1,us,396,1,1695,21,1685.349642276764
Machine 1,us,440,1,1650,19,1640.4219949245453
Machine 1,us,736,1,5359,19,5349.902683496475
Machine 1,us,294,1,4514,18,4504.194797039032
Machine 1,us,173,1,8640,18,8629.889877080917
Machine 1,us,668,1,7610,20,7600.787882328033
Machine 1,us,399,1,1858,18,1848.2922053337097
Machine 1,us,234,1,2618,21,2608.0302407741547
Machine 1,us,989,1,6835,20,6826.260890245438
Machine 1,us,255,1,4487,21,4476.837077856064
Machine 1,us,987,1,6912,19,6902.935217618942
Machine 1,us,205,1,8755,20,8744.507789373398
Machine 1,us,678,1,7448,21,7438.393938541412
Machine 1,us,758,1,5415,20,5405.5173444747925
Machine 1,us,229,1,8626,18,8615.59999370575
Machine 1,us,96,1,9500,19,9489.441694259644
Machine 1,us,747,1,5514,18,5504.486933708191
Machine 1,us,257,1,4703,20,4692.693705320358
Machine 1,us,339,1,2687,21,2676.8255865573883
Machine 1,us,340,1,2791,19,2780.8206050395966
Machine 1,us,127,1,8534,21,8523.44329380989
Machine 1,us,680,1,7545,18,7535.371817827225
Machine 1,us,222,1,8637,20,8626.455341815948
Machine 1,us,244,1,2909,19,2898.658614397049
Machine 1,us,248,1,2940,20,2929.659647464752
