Machine 0,emea,0,1,474,18,473.4584472179413
Machine 0,emea,3,1,470,19,469.4050693511963
Machine 0,emea,1,1,474,21,473.3348786830902
Machine 0,emea,5,1,475,21,474.2551476955414
Machine 0,emea,6,1,494,21,493.25260043144226
Machine 0,emea,12,1,583,20,582.1271150112152
Machine 0,emea,2,1,576,19,575.0364811420441
Machine 0,emea,14,1,591,19,590.0167932510376
Machine 0,emea,10,1,574,18,573.0016911029816
Machine 0,emea,4,1,614,19,612.9536442756653
Machine 0,emea,13,1,615,18,613.952644109726
Machine 0,emea,9,1,663,20,661.9470613002777
Machine 0,emea,8,1,704,20,702.9228827953339
Machine 0,emea,22,1,811,21,809.9544153213501
Machine 0,emea,21,1,809,19,807.9522223472595
Machine 0,emea,20,1,828,18,826.9500684738159
Machine 0,emea,17,1,822,19,820.9407420158386
Machine 0,emea,7,1,825,19,823.9151635169983
Machine 0,emea,16,1,686,18,684.937821149826
Machine 0,emea,26,1,923,18,921.9528322219849
Machine 0,emea,18,1,780,18,778.9407422542572
Machine 0,emea,15,1,894,20,892.9304890632629
Machine 0,emea,25,1,923,19,921.9447820186615
Machine 0,emea,23,1,945,20,943.9426829814911
Machine 0,emea,11,1,762,19,760.9024813175201
Machine 0,emea,29,1,994,20,992.9377150535583
Machine 0,emea,24,1,1046,18,1044.9265546798706
Machine 0,emea,36,1,1023,19,1021.940915107727
Machine 0,emea,19,1,1009,21,1007.9178450107574
Machine 0,emea,33,1,1051,18,1049.9379756450653
Machine 0,emea,27,1,975,19,973.9268808364868
Machine 0,emea,31,1,1012,20,1010.9320423603058
Machine 0,emea,30,1,984,20,982.9291188716888
Machine 0,emea,28,1,1044,18,1042.9243392944336
Machine 0,emea,32,1,968,20,966.9311716556549
Machine 0,emea,37,1,1067,19,1065.919234752655
Machine 0,emea,41,1,1102,20,1100.8723075389862
Machine 0,emea,40,1,1139,21,1137.836733341217
Machine 0,emea,47,1,1145,19,1143.8263719081879
Machine 0,emea,34,1,1190,21,1188.7812328338623
Machine 0,emea,44,1,1188,19,1186.7467589378357
Machine 0,emea,35,1,1247,21,1245.7361130714417
Machine 0,emea,45,1,1226,20,1224.7225613594055
Machine 0,emea,38,1,1290,19,1288.6576890945435
Machine 0,emea,49,1,1317,18,1315.6541104316711
Machine 0,emea,42,1,1283,20,1281.6140127182007
