Machine 1,asia,0,1,596,18,595.3691532611847
Machine 1,asia,3,1,618,20,617.3665993213654
Machine 1,asia,5,1,611,19,610.3699181079865
Machine 1,asia,7,1,669,21,668.3204870223999
Machine 1,asia,13,1,700,20,699.2789869308472
Machine 1,asia,15,1,733,21,732.2550857067108
Machine 1,asia,1,1,758,18,757.2323162555695
Machine 1,asia,4,1,746,21,745.2372877597809
Machine 1,asia,8,1,790,18,789.1999418735504
Machine 1,asia,9,1,760,18,759.1133205890656
Machine 1,asia,2,1,817,18,816.0547273159027
Machine 1,asia,10,1,805,18,803.9542510509491
Machine 1,asia,19,1,796,18,794.8856296539307
Machine 1,asia,14,1,840,21,838.8688249588013
Machine 1,asia,6,1,862,19,860.8296046257019
Machine 1,asia,16,1,848,18,846.8291890621185
Machine 1,asia,11,1,844,19,842.7878966331482
Machine 1,asia,21,1,866,20,864.7764766216278
Machine 1,asia,27,1,876,19,874.7795128822327
Machine 1,asia,20,1,922,18,920.7694411277771
Machine 1,asia,18,1,985,19,983.7610957622528
Machine 1,asia,29,1,1002,21,1000.7743332386017
Machine 1,asia,31,1,1007,20,1005.7744002342224
Machine 1,asia,28,1,1112,20,1110.7647395133972
Machine 1,asia,17,1,1020,19,1018.7475175857544
Machine 1,asia,12,1,1184,18,1182.73837018013
Machine 1,asia,26,1,1098,20,1096.7591438293457
Machine 1,asia,23,1,1170,19,1168.7513332366943
Machine 1,asia,42,1,1185,19,1183.779036283493
Machine 1,asia,45,1,1092,21,1090.7860131263733
Machine 1,asia,30,1,1200,21,1198.7628922462463
Machine 1,asia,38,1,1209,20,1207.7714154720306
Machine 1,asia,40,1,1201,21,1199.7626161575317
Machine 1,asia,36,1,1234,20,1232.7523550987244
Machine 1,asia,34,1,1229,18,1227.7471137046814
Machine 1,asia,35,1,1300,18,1298.6905035972595
Machine 1,asia,24,1,1299,19,1297.6733710765839
Machine 1,asia,37,1,1336,18,1334.6550779342651
Machine 1,asia,22,1,1345,21,1343.632443189621
Machine 1,asia,25,1,1376,21,1374.5743100643158
Machine 1,asia,44,1,1348,21,1346.5919184684753
Machine 1,asia,41,1,1381,19,1379.5868287086487
Machine 1,asia,32,1,1433,19,1431.5470366477966
Machine 1,asia,46,1,1248,21,1246.5047452449799
Machine 1,asia,43,1,1366,19,1364.4688322544098
Machine 1,asia,33,1,1447,21,1445.4497284889221
Machine 1,asia,39,1,1479,20,1477.4531593322754
Machine 1,asia,49,1,1158,18,1156.3314681053162
Machine 1,asia,51,1,984,21,982.3206226825714
Machine 1,asia,52,1,1028,21,1026.2304251194
Machine 1,asia,50,1,1079,18,1077.2249491214752
Machine 1,asia,48,1,980,21,978.21115899086
Machine 1,asia,56,1,1072,20,1070.217289686203
Machine 1,asia,53,1,1041,20,1039.2124919891357
Machine 1,asia,47,1,1082,18,1080.2031836509705
Machine 1,asia,61,1,1092,20,1090.2119534015656
Machine 1,asia,57,1,1156,18,1154.1919176578522
Machine 1,asia,54,1,1165,21,1163.1775851249695
Machine 1,asia,60,1,1168,18,1166.1709897518158
Machine 1,asia,59,1,1188,20,1186.159883737564
Machine 1,asia,55,1,1191,20,1189.1530947685242
Machine 1,asia,68,1,1258,19,1256.1685152053833
Machine 1,asia,63,1,1255,21,1253.1609489917755
Machine 1,asia,64,1,1192,18,1190.162115573883
Machine 1,asia,66,1,1299,20,1297.1252484321594
Machine 1,asia,76,1,1288,19,1286.1345174312592
Machine 1,asia,62,1,1327,19,1325.0927765369415
Machine 1,asia,65,1,1353,21,1351.0750570297241
Machine 1,asia,73,1,1340,21,1338.0844476222992
Machine 1,asia,58,1,1395,19,1393.026950120926
Machine 1,asia,69,1,1383,18,1381.0290069580078
Machine 1,asia,74,1,1389,18,1387.004466533661
Machine 1,asia,75,1,1400,19,1397.9847083091736
Machine 1,asia,70,1,1419,18,1416.9779832363129
Machine 1,asia,67,1,1465,18,1462.946938753128
Machine 1,asia,77,1,1460,20,1457.8682742118835
Machine 1,asia,71,1,1498,18,1495.843717098236
Machine 1,asia,88,1,1444,20,1441.8408317565918
Machine 1,asia,81,1,1594,18,1591.8108432292938
Machine 1,asia,85,1,1437,20,1434.8148126602173
Machine 1,asia,72,1,1476,19,1473.7771232128143
Machine 1,asia,84,1,1625,18,1622.7607271671295
Machine 1,asia,79,1,1627,20,1624.7510271072388
Machine 1,asia,89,1,1518,21,1515.7572801113129
Machine 1,asia,78,1,1672,19,1669.7384624481201
Machine 1,asia,83,1,1657,18,1654.7400288581848
Machine 1,asia,86,1,1598,21,1595.7446808815002
Machine 1,asia,82,1,1685,18,1682.735131263733
Machine 1,asia,90,1,1295,19,1292.7155058383942
Machine 1,asia,80,1,1676,20,1673.6777954101562
Machine 1,asia,91,1,1548,19,1545.4958684444427
Machine 1,asia,97,1,1312,20,1309.4873118400574
Machine 1,asia,94,1,1324,20,1321.4098899364471
Machine 1,asia,92,1,1366,18,1363.3813126087189
Machine 1,asia,87,1,1681,18,1678.368582725525
Machine 1,asia,93,1,1324,18,1321.3773353099823
Machine 1,asia,96,1,1361,18,1358.3793313503265
Machine 1,asia,216,1,1366,21,1363.4034049510956
Machine 1,asia,213,1,1361,19,1358.4024720191956
Machine 1,asia,113,1,1390,20,1387.3787879943848
Machine 1,asia,95,1,1378,20,1375.3664817810059
Machine 1,asia,205,1,1467,21,1464.389596939087
